title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels
流浪两年半走遍半个中国，终于回到家乡，感觉真好,BV19Y4y197tq,https://b23.tv/BV19Y4y197tq,徐云流浪中国,3046126,35782,10833,262182,167057,22995,7099,"['春日旅行日记', '生活', '出行', '旅行', '2023-bilibili出行达人征集令']"
当我听了广东人的话去吃鸡…,BV1Vx4y1N7Pt,https://b23.tv/BV1Vx4y1N7Pt,盗月社食遇记,5474027,22199,8485,546099,177793,52269,65388,"['跟着盗月社吃地方美味', '美食', '美食侦探', '夜宵', '吃货', '搞笑', '烤鸡', '地方特色', '广东美食', '窑鸡', '四季美食·阳春三月·美食烟火气']"
【原神动画MV】心之扉「Ici et ailleurs」,BV1HT411a7GB,https://b23.tv/BV1HT411a7GB,青空-AoiSora,1506388,1548,1905,344948,167938,119264,12824,"['原神UP主激励计划', '动画', '短片·手书', '手书', '原神', '胡桃', '原创动画', '动画', '旅行者', '钟离', '魈', '原神音乐']"
究极无敌跨国网恋奔现？最终我们居然......【首尔历险记1】,BV18L411y7G1,https://b23.tv/BV18L411y7G1,Henry的小木屋,3046040,8808,6618,158999,124829,24341,27693,"['生活这件小事', '生活', '日常', '情侣', '旅游', '韩国', '搞笑', '情感', '外国人', '生活记录', '网恋', '网恋奔现', '生活万花筒5.0·生活这件小事']"
【落叶逐火】CF-EX-1至8突袭 摆完挂机 简单好抄（明日方舟艾露猫的委托柜台）,BV1HT411r7RE,https://b23.tv/BV1HT411r7RE,萧然Q,3077487,3175,2708,69480,59410,11743,3559,"['God knows...', '明日方舟创作者应援计划', '游戏', '手机游戏', '怪物猎人', '游戏攻略', '明日方舟', '摆完挂机', '萧然Q', '落叶逐火', '游戏鉴赏家', '泰拉探索协会', '明日方舟UP主应援计划 – 落叶逐火']"
周深献唱新海诚最新电影《铃芽之旅》同名中文主题曲,BV1AM411W7E5,https://b23.tv/BV1AM411W7E5,电影铃芽之旅,6248559,7983,17422,413479,228309,203982,111409,"['铃芽之旅主题曲挑战赛', '音乐', 'MV', '铃芽之旅', '你的名字', '新海诚', '周深', '铃芽户缔', '电影', '主题曲', '电影铃芽之旅', '周深献唱铃芽之旅中文主题曲']"
为了说清楚牛是咋干饭的，给大家上个绝活《真·老原儿吃嫩草》,BV1ex4y1T7Wd,https://b23.tv/BV1ex4y1T7Wd,模型师老原儿,1942335,633,266,97252,27792,34790,277,"['万物研究所', '知识', '科学科普', '冷知识', '模型', '科学', '科普', '原创', '知识', '干饭', '绝活', '牛吃草', '万物研究所·第九期']"
《明日方舟》危机合约新赛季「起源行动」宣传PV,BV15v4y1L7nB,https://b23.tv/BV15v4y1L7nB,明日方舟,3156571,18271,17053,234785,140117,59792,60825,"['Operation Basepoint', '游戏', '手机游戏', '明日方舟']"
你随口交代的一句话，猫可以记好久…,BV1nL411o7EG,https://b23.tv/BV1nL411o7EG,亮亮也是酿酿,3249393,4294,5375,346449,121237,63253,27773,"['Concerto for Piano and Orchestra No. 5 in F Minor, BWV 1056:II. Largo', '当小动物会说话', '动物圈', '喵星人', '喵星人', '可爱', '自制', '田园猫', '萌宠日常', '动物观察局18.0 小动物聊天室']"
【美人谱系05】奥斯卡影后杨紫琼！她的一生，就是妈的多重宇宙,BV1rY4y1y7CA,https://b23.tv/BV1rY4y1y7CA,切片计划,1115741,6739,2294,101939,76245,34132,15355,"['推荐我心中的奥斯卡佳片', '影视', '影视杂谈', '瞬息全宇宙', '警察故事', '张曼玉', '奥斯卡', '成龙', '杨紫琼', '影评杂谈', '卧虎藏龙', '艺伎回忆录', '随手拍影评·春日放映室']"
重庆|突然的光,BV1qk4y1b7z6,https://b23.tv/BV1qk4y1b7z6,摄影师鬼迹,3984035,761,7499,604299,59848,51046,3712,"['平凡生活里的微光', '生活', '日常', '摄影', '旅游', '生活记录', '重庆', '记录', '老夫妻', '陪伴', '山城', '重庆动物园', '一分钟扬名B站-第五期']"
骑上我心爱的小摩托，他永远不会堵车,BV1AX4y1f7aJ,https://b23.tv/BV1AX4y1f7aJ,呵呵哒不爱头头,4955583,1761,3447,438142,16664,44410,45685,"['动物圈', '汪星人', '阿拉斯加', '汪星人', '摩托']"
“我该如何活着”,BV16P411f7ps,https://b23.tv/BV16P411f7ps,程墨INK,2347267,874,4889,189052,74267,99781,12752,"['我该如何活着', '说唱竞技场', '音乐', '原创音乐', '说唱', 'MV', '音乐', '音乐视频', '治愈', '孤独', '生活', '伤感', '流行', '哔需原创音乐挑战赛2.0']"
【半佛】上帝都怕点外卖,BV1As4y1V77K,https://b23.tv/BV1As4y1V77K,硬核的半佛仙人,2062892,5043,1849,87536,3092,5614,1664,"['饿了么放心点榜', '知识', '财经商业', '互联网', '财经', '美食', '科技', '学习', '生活', '魔幻', '商业', '外卖']"
林黛玉大闹天宫,BV1Q84y1w7aB,https://b23.tv/BV1Q84y1w7aB,小芃路子野,4180541,4356,3875,254039,46297,47278,66842,"['搞笑研究所', '生活', '搞笑', '林黛玉', '原创', 'CG', '高能', '原创动画', '原创CG', '大闹天宫', '搞笑研究所2023 2.0-寻找整蛊王']"
穿女友的衣服去漫展,BV19X4y1S7Ai,https://b23.tv/BV19X4y1S7Ai,战辉,4117212,4207,2852,359962,7398,28148,20485,"['B站小剧场', '生活', '搞笑', '漫展', '原神', '高能', '全程高能', '奇葩', '二次元', '魔性', '生活记录', 'cos', '我在B站拍短剧']"
辞 职 宣 传 片,BV1nL411o7cs,https://b23.tv/BV1nL411o7cs,是老胡没错,3062392,4521,7645,205326,74024,32365,44363,"['搞笑研究所', '生活', '搞笑', '职场', '搞笑', '生活记录', '原创', '想退休了', '宣传片', '工作', '今天周几', '有点烦', '搞笑研究所2023 2.0-寻找整蛊王']"
假如四大名著买了合订本是一种什么体验,BV1xM41147XB,https://b23.tv/BV1xM41147XB,薛蟠的同学,9207405,253305,6278,700723,258587,239942,196512,"['布谷鸟', '影视', '影视剪辑', '水浒传', '三国演义', '影视剪辑', '红楼梦', '西游记', '四大名著']"
我情绪跌宕起伏的一天,BV1Mg4y1t7z5,https://b23.tv/BV1Mg4y1t7z5,papi酱,3900150,925,1439,360062,15848,12673,12773,"['搞笑研究所', '生活', '搞笑', '职场', '搞笑', '生活', '幽默', '日常', '吐槽', '工作', '段子', '戏精', '搞笑研究所2023 2.0-寻找整蛊王']"
我决定了，带日本媳妇回趟娘家！预计花销五万，日本消费这么高？,BV1E94y1F7cj,https://b23.tv/BV1E94y1F7cj,日本媳妇在山东农村,2013047,5073,6385,201625,180001,11327,1898,"['星星在唱歌', '美食', '美食记录', '吃货', '美食', '外国人', '生活记录', '娘家', '日本媳妇', '决定', 'Vlog', '花销']"
多种口味烤冷面，有你喜欢的吗？,BV1rY4y1977w,https://b23.tv/BV1rY4y1977w,Tiger西西,5323816,2902,2265,392674,10470,34762,9438,"['又是被美食治愈的一天', '美食', '美食制作', '烹饪', '厨艺', '吃货', '美食', '搞笑', '美食vlog', '美食圈', '沉浸式', '烤冷面', '四季美食·阳春三月·美食烟火气']"
当你的实力足够强大时,BV1qL411C7rk,https://b23.tv/BV1qL411C7rk,黑旗团队,5058410,1674,1500,188668,7319,14128,2834,"['Monsters', '影视', '小剧场', '#当你把一件事做到极致']"
整治校园环境时的尴尬(太太太超级无敌真实),BV13N411F7oh,https://b23.tv/BV13N411F7oh,萧枭同学,6009386,631,1668,121225,3110,34905,359,"['校园整活王', '生活', '搞笑', '搞笑', '环境', '校园', '宿舍', '真实', '尴尬', '校园星发现·离谱专业大赏']"
用中国古籍测试外国人汉语水平,BV1eT411r7kt,https://b23.tv/BV1eT411r7kt,歪果仁研究协会,2928086,5723,3154,381874,7897,27918,1356,"['生活', '日常', '歪果仁', '搞笑', '中国', '原创', '文化', '汉语', '高能', '古籍', '水平']"
觉得我更可怕，是吗,BV1uY411z7u9,https://b23.tv/BV1uY411z7u9,周老头呀,2508738,442,1278,303152,12985,41763,11190,"['时尚', '仿妆cos', '英雄联盟', 'Cosplay', '永恩']"
【刘谦魔术课】 预测柯洁的棋步，可能吗？,BV1QT411r76p,https://b23.tv/BV1QT411r76p,刘谦,2887343,16333,4682,190139,53086,24702,9592,"['娱乐', '明星综合', '魔术教学', '明星', '魔术', '柯洁', '刘谦', '预测', '刘谦的魔术课']"
我们可以攀登所有 想攀登的高峰 【江苏百年女子图鉴】,BV1So4y1z7c7,https://b23.tv/BV1So4y1z7c7,阿时爱吃红烧肉,828669,814,1083,121794,12186,20703,2657,"['这世界那么多人', '华流才是顶流', '时尚', '穿搭', '穿搭', '女性历史', '江苏', '女子', '图鉴', '百年', '妇女节', '无穿搭不春天']"
我今天的身份是男明星,BV1gL411y7JM,https://b23.tv/BV1gL411y7JM,张津铭,1587138,378,405,165530,6286,7757,486,"['New World', '给整活儿加点艺术', '时尚', '时尚潮流', '穿搭', '服饰', '明星', '性感', '帅哥', '模特', '身份', '男神', '搞笑研究所2023 2.0-寻找整蛊王']"
伊朗沙特为何复交？为什么在中国？美国怕了吗？,BV1ZX4y1Z7o3,https://b23.tv/BV1ZX4y1Z7o3,小王Albert,3891900,22257,4490,248209,126905,44642,14037,"['Journey to the Light', '故事档案馆', '知识', '人文历史', '美国', '中国', '王骁', '德黑兰', '中东', '沙特', '以色列', '伊朗', '也门']"
果然最喜欢足球了,BV15g4y1b7Bv,https://b23.tv/BV15g4y1b7Bv,珩珩_,1064855,834,2986,46641,9879,9398,2063,"['One Kiss', '生活这件小事', '运动', '足球', '足球', '体育', '可爱', '最喜欢', '曼城', '生活万花筒5.0·生活这件小事']"
哦→啊→啊→诶↑诶↓啊↑啊↓,BV18k4y1h7wP,https://b23.tv/BV18k4y1h7wP,树深时见鹿dear,1886376,1233,1473,71944,19678,21997,26869,"['鬼畜星探企划', '鬼畜', '鬼畜调教', '韩红', '陶喆', '无地自容']"
#每周一拍 这是一个预谋了4年的视频。她肉眼可见地长大，我肉眼可见地变老，他肉眼可见地变圆...#怀孕#成长记录,BV1q54y1M79z,https://b23.tv/BV1q54y1M79z,雷胖子不是胖子,5452438,949,4334,581119,84337,66838,29555,"['小情歌(Live)', '萌娃职业体验官', '生活', '亲子', '生活记录', '成长', '怀孕']"
为什么你的衣服永远买不完？三个方法让你停止浪费不再内耗！,BV1724y147HU,https://b23.tv/BV1724y147HU,美鹿莎,673813,974,974,36574,10309,15814,4217,"['无穿搭不春天', '时尚', '穿搭', '穿搭', '服饰', '女装', '学生党', '省钱', '浪费', '干货', '消费主义', '内耗']"
非   宏   勿   扰：灯王诞生,BV1Rs4y1L7qt,https://b23.tv/BV1Rs4y1L7qt,就叫我邱刀鱼吧,12851440,9646,8122,637248,195316,125934,248168,"['鬼畜星探企划', '鬼畜', '鬼畜剧场', '鬼畜', '搞笑', '狂飙', '李宏伟']"
【前方高能】这应该是全网最长的一把刀了吧,BV1HM4y1k7c2,https://b23.tv/BV1HM4y1k7c2,含亮老师,6446385,15466,10829,502658,171964,86797,30832,"['运动后闲聊一下', '运动', '运动综合', '冷兵器', '武侠', '武术', '唠嗑区UP主集结令3', '高燃', '热血']"
一群up主在城市玩共享位置捉迷藏！肾上腺素飙升！！,BV1Uv4y1h7Gb,https://b23.tv/BV1Uv4y1h7Gb,中国BOY超级大猩猩,7679705,21440,6336,588202,181347,109085,49150,"['搞笑研究所', '生活', '搞笑', '搞笑', '捉迷藏', '枪弹轨迹', '4k', '雨哥', '中国boy', '欣小萌', '啊吗粽', '宝剑嫂', '搞笑研究所2023']"
超级宇宙无敌回旋巨烂活,BV118411F7Ea,https://b23.tv/BV118411F7Ea,小潮院长,17446460,163466,9356,855486,318408,244462,41037,"['3月有新欢', '生活', '搞笑', '搞笑', '生活', '小潮', '娱乐', '日常', '逗比', '高能', '沙雕', '小潮院长']"
兄弟的诱惑,BV1D24y187yq,https://b23.tv/BV1D24y187yq,花少北丶,3008354,41898,12270,344028,277388,93912,22832,"['搞笑研究所', '生活', '搞笑', '鬼畜', '搞笑', '诱惑', '娱乐', '魔性', '高能', '寄生', '搞笑研究所2023', '电影', '电锯人']"
室温超导实现突破？中科院专家为你解读,BV1sP411f7fn,https://b23.tv/BV1sP411f7fn,二次元的中科院物理所,616595,957,1175,14714,1043,1983,1989,"['室温超导要来了吗', '知识', '科学科普', '科学', '科普', '物理', '室温超导', '罗会仟', '超导', '院士', '中科院', '物理所']"
弹！,BV1Jg4y1n7QQ,https://b23.tv/BV1Jg4y1n7QQ,高斯Goh,9462239,32974,4542,462966,244832,172489,8026,"['万物皆可游戏', '游戏', '桌游棋牌', '桌游棋牌', '搞笑', '逗比', '聚会', '日常', '跳跳骰', '沙雕', '整活', '小潮team']"
耗时3天3夜，我开了一家餐厅！,BV1dY411r7zR,https://b23.tv/BV1dY411r7zR,盗月社食遇记,2886558,16455,3502,271874,272865,46567,5064,"['阳春三月·美食烟火气', '美食', '美食记录', '美食', '日常', '生活', '情感', '娇韵诗防晒', '超级外卖员', '娇韵诗你守护城市我守护你第三季', '挑战', '外卖员', '四季美食·阳春三月·美食烟火气']"
你好，气味相投的朋友！,BV1U84y1K7t9,https://b23.tv/BV1U84y1K7t9,徐大花xudahua,7538549,3532,4385,765291,105157,113613,26023,"['入画江南', '一起做手工吧！', '生活', '手工', '粘土', '雏菊的天空', '翡冷翠修护精华油', '粘土教程', '创作灵感', '一起做手工吧4.0·开学大作战']"
三十岁出身农村一无所有的我，用骑行改变了自己的人生，涅槃重生,BV1z24y137CU,https://b23.tv/BV1z24y137CU,徐云流浪中国,2985453,40085,15195,301412,280082,38563,18982,"['户外出行达人集合！', '生活', '出行', '骑行', '旅行', '2023-bilibili出行达人征集令']"
【明日方舟×怪物猎人】SideStory「落叶逐火」活动宣传PV,BV1BM4y1R718,https://b23.tv/BV1BM4y1R718,明日方舟,4929754,18844,28818,251685,107627,39477,124769,"['凛然なる勇姿', '游戏', '手机游戏', '明日方舟']"
猫的脑子里面到底装了什么,BV1No4y1r7Pd,https://b23.tv/BV1No4y1r7Pd,发射小人,3372943,757,3846,313595,24181,58078,93790,"['Lost my music', '动画', '短片·手书', '鬼畜', '喵星人', '萌宠', '搞笑', '原创动画', '脑洞', '可爱', '猫', '动物圈', '发射小人']"
老板决定再养我们一年  诶嘿又能当一年废物了！！！！,BV1eY4y117KW,https://b23.tv/BV1eY4y117KW,小鸡词典,3389919,2686,4771,325487,167748,22558,3623,"['这个班一定要上吗', '生活', '搞笑', '职场', '日常', '创业', '生活记录', '情感', '吐槽', '上班', '老板', '工作', '搞笑研究所2023']"
精子告急？第一人称沉浸式捐精，实拍精卵结合全过程！,BV1ZM411x72c,https://b23.tv/BV1ZM411x72c,亿点点不一样,5267830,35045,2895,369375,37938,74118,34504,"['3月有新欢', '知识', '科学科普', '医学', '4K', '知识', '精子', '精子库', '捐精', '人工授精', '亿点点不一样']"
这才是我想要的浏览器！纯干货，建议收藏！！！,BV1Es4y157mF,https://b23.tv/BV1Es4y157mF,小宇Boi,8996633,4374,6595,738382,486524,1172166,102124,"['科技', '软件应用', '黑科技', '浏览器', 'AI', 'Chatgpt', '联网的AI', '解锁', '干货', 'Edge', '建议收藏', '小宇Boi']"
炒作界的宗师是谁？【硬核狠人48】,BV1Fs4y1Z7fL,https://b23.tv/BV1Fs4y1Z7fL,小约翰可汗,5436689,27363,4748,286832,109037,44326,14529,"['历史人文档案馆', '知识', '人文历史', '美国', '历史', '人文', '奇闻', '世界史', '炒作', '巴纳姆']"
同一团队两次发现“室温超导体”？这事……保真吗？,BV1Wb411f7Es,https://b23.tv/BV1Wb411f7Es,量子位,706438,1505,1662,15502,1004,2039,2227,"['万物研究所', '知识', '科学科普', '科普', '物理', '室温超导', 'Dias', '超导', '论文', '材料', 'Nature', '万物研究所·第九期']"
宿舍大同  美美与共！,BV1ng4y1n7BW,https://b23.tv/BV1ng4y1n7BW,熬一耶ye,8488748,2593,2438,540892,10817,40852,33981,"['这个学非上不可吗', '生活', '搞笑', '腹肌', '颜值', '男模', '帅哥', '高富帅', '185', '校园星发现·up！开学啦']"
当年最让我头疼的学生，如今又成了最让我头疼的老师,BV1wj41137GH,https://b23.tv/BV1wj41137GH,谭盐,2257908,1522,1881,428992,43250,63031,5503,"['夏日漱石', '动画', '短片·手书', '校园', '学生', '老师']"
《崩坏3》动画短片「毕业旅行」,BV1Kj411g7Lu,https://b23.tv/BV1Kj411g7Lu,崩坏3第一偶像爱酱,9035037,76202,62516,783470,975551,477651,267247,"['Da Capo', '动画', '短片·手书', '琪亚娜', '崩坏3', '手机游戏', '游戏', '原创', '星月偕行如终如始', '毕业旅行', '米哈游', 'miHoYo', '终焉之律者']"
《 阳 光 开 朗 睡 大 觉 》,BV1Y54y1u77B,https://b23.tv/BV1Y54y1u77B,龙大人不喷火,3572254,1615,2345,504608,150873,144565,82111,"['阳光开朗大男孩', '鬼畜星探企划', '鬼畜', '人力VOCALOID', '搞笑', '你怎么睡得着的', '蜜汁带感', '大学生', '汤家凤']"
当我第十次尝试rap...但是鸡蛋鸭蛋,BV1b24y1b7sS,https://b23.tv/BV1b24y1b7sS,某幻君,2851727,2668,4482,204450,87415,112032,36360,"['圆滑蛋仔', '蛋仔派对缤纷演绎', '音乐', '原创音乐', '蛋仔派对', 'RAP', '手机游戏', '游戏', '音乐', '蛋仔派对精灵之声', '某幻']"
你们要的《阳光开朗大男孩》改国风,BV13L411f7tQ,https://b23.tv/BV13L411f7tQ,糖醋蛋黄,3462656,1537,2064,519444,76836,145144,12345,"['音乐', '原创音乐', '国风']"
热门角落建筑师鉴定,BV1ZY4y117Vv,https://b23.tv/BV1ZY4y117Vv,无穷小亮的科普日常,3693180,40590,2567,340032,19385,34117,8394,"['3月有新欢', '知识', '科学科普']"
就你这样能有什么生意,BV1v54y1u7m1,https://b23.tv/BV1v54y1u7m1,田花花,6617262,1287,2482,748181,34769,60513,59602,"['年轮说', '当小动物会说话', '动物圈', '动物二创', '动物观察局18.0 小动物聊天室']"
超越终焉？主角成神！带你看崩坏3完结篇到底演了啥！「崩坏3剧情讲堂#14」,BV19N411F74Z,https://b23.tv/BV19N411F74Z,泛式,2442494,7972,4878,191612,88113,67028,8515,"['ハイキュー!!', '崩坏3第一部终章', '动画', '综合', '琪亚娜', '崩坏3', '手机游戏', '泛式', '杂谈', '吐槽', '毕业旅行', '米哈游', '终焉之律者', '崩坏3创作激励计划']"
“请，好好地看着我”,BV1Sx4y1K7Gq,https://b23.tv/BV1Sx4y1K7Gq,宇崎学妹想要摇,5414013,14609,7493,765974,209423,137357,56568,"['Daylight', '舞蹈', '舞蹈综合', '必剪创作', '音乐', '即兴舞蹈', '原创编舞', '摇', '舞蹈翻跳']"
